City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,sept-iles,50.2001,-66.3821,277.07,83,20,5.14,CA,1667877516
364,kahului,20.8947,-156.47,301.16,70,20,7.72,US,1667877591
365,cabedelo,-6.9811,-34.8339,297.52,76,67,3.11,BR,1667877592
366,rosario do sul,-30.2583,-54.9142,285.69,73,0,4.07,BR,1667877592
367,liverpool,53.4106,-2.9779,284.98,87,40,7.2,GB,1667877504
368,kigorobya,1.6162,31.3089,292.53,91,100,2.02,UG,1667877359
369,hobyo,5.3505,48.5268,299.68,74,29,2.5,SO,1667877592
370,trairi,-3.2778,-39.2689,298.69,71,73,3.79,BR,1667877373
371,morant bay,17.8815,-76.4093,299.94,78,22,0.94,JM,1667877593
372,fuling,29.7022,107.3919,295.08,58,100,0.5,CN,1667877593
373,berbera,10.4396,45.0143,298.82,81,7,2.03,SO,1667877594
374,port-cartier,50.0334,-66.8654,276.9,59,38,8.08,CA,1667877594
375,cabo san lucas,22.8909,-109.9124,296.21,75,0,3.6,MX,1667877594
376,marsh harbour,26.5412,-77.0636,299.2,71,0,12.86,BS,1667877595
377,hofn,64.2539,-15.2082,279.42,92,100,11.05,IS,1667877595
378,mahanoro,-19.9,48.8,294.41,83,82,1.94,MG,1667877595
379,chavakachcheri,9.6579,80.1643,299.77,82,97,4.11,LK,1667877596
380,sambava,-14.2667,50.1667,294.26,84,100,3.34,MG,1667877596
381,harstad,68.799,16.5293,275.71,100,76,1.79,NO,1667877597
382,muncar,-8.4333,114.3333,302.73,68,75,2.12,ID,1667877597
383,mahebourg,-20.4081,57.7,297.73,73,40,3.6,MU,1667877469
384,namatanai,-3.6667,152.4333,301.9,73,99,3.21,PG,1667877597
385,sokolskoye,57.1412,43.1589,275.61,93,100,5.96,RU,1667877598
386,manyana,-23.4,21.7167,287.18,90,0,2.56,BW,1667877598
387,torbay,47.6666,-52.7314,288.01,97,75,8.75,CA,1667877598
388,bijar,35.8668,47.6051,274.98,81,100,1.88,IR,1667877599
389,kalmunai,7.4167,81.8167,299.68,80,99,3.74,LK,1667877599
390,ambulu,-8.345,113.6058,303.0,67,74,1.51,ID,1667877599
391,usinsk,65.9939,57.5281,270.12,97,100,5.76,RU,1667877600
392,vostok,46.4856,135.8833,274.79,54,59,4.53,RU,1667877600
393,paciran,-6.8767,112.3761,302.77,64,86,1.04,ID,1667877601
394,north platte,41.1239,-100.7654,280.58,43,0,7.2,US,1667877503
395,laguna,38.421,-121.4238,284.25,79,40,3.6,US,1667877601
396,hambantota,6.1241,81.1185,300.02,75,100,0.68,LK,1667877602
397,aksaray,38.3726,34.0254,281.32,80,62,2.68,TR,1667877602
398,muros,42.7762,-9.0603,289.31,83,100,7.13,ES,1667877602
399,aberystwyth,52.4155,-4.0829,282.99,87,75,9.11,GB,1667877603
400,amapa,1.0,-52.0,294.4,100,100,0.83,BR,1667877603
401,henties bay,-22.116,14.2845,289.1,91,2,2.65,NA,1667877603
402,salihorsk,52.7876,27.5415,279.13,93,62,3.37,BY,1667877604
403,fukue,32.6881,128.8419,294.35,46,20,3.6,JP,1667877604
404,liancheng,24.0519,105.075,292.67,61,0,1.23,CN,1667877605
405,kribi,2.95,9.9167,298.43,91,100,2.43,CM,1667877605
406,mareeba,-17.0,145.4333,303.95,59,8,3.86,AU,1667877605
407,iquique,-20.2208,-70.1431,289.17,66,0,0.31,CL,1667877606
408,paso de carrasco,-34.8603,-56.0522,288.23,77,0,1.03,UY,1667877606
409,porto novo,6.4965,2.6036,300.05,89,68,1.31,BJ,1667877607
410,acapulco,16.8634,-99.8901,300.05,89,20,2.06,MX,1667877607
411,shimoda,34.6667,138.95,293.35,59,2,2.03,JP,1667877359
412,harper,4.375,-7.7169,298.61,85,100,2.56,LR,1667877608
413,amga,60.8953,131.9608,255.48,85,100,1.23,RU,1667877608
414,yar-sale,66.8333,70.8333,267.61,97,100,1.72,RU,1667877608
415,jovellar,13.0695,123.5999,303.43,68,100,3.53,PH,1667877609
416,kaeo,-35.1,173.7833,291.66,87,99,4.7,NZ,1667877609
417,sherlovaya gora,50.5667,116.25,273.21,55,77,3.34,RU,1667877609
418,kastaneai,41.65,26.4667,282.69,84,100,1.6,GR,1667877610
419,yarada,17.65,83.2667,300.33,74,19,1.03,IN,1667877610
420,gamba,-2.65,10.0,297.77,91,61,2.87,GA,1667877611
421,sungai besar,3.6746,100.9867,302.56,68,94,1.0,MY,1667877611
422,kieta,-6.2167,155.6333,301.6,80,67,4.25,PG,1667877611
423,barahona,18.2085,-71.1008,297.61,80,1,1.67,DO,1667877612
424,san felipe,10.3399,-68.7425,295.66,91,81,1.57,VE,1667877612
425,bilibino,68.0546,166.4372,253.3,95,44,1.95,RU,1667877612
426,deputatskiy,69.3,139.9,251.89,93,100,2.55,RU,1667877613
427,atasu,48.6814,71.6433,270.97,67,95,2.16,KZ,1667877350
428,cidreira,-30.1811,-50.2056,289.71,81,23,5.19,BR,1667877613
429,zeerust,-25.5369,26.0751,289.6,95,100,3.87,ZA,1667877614
430,sanghar,26.0466,68.9481,295.59,40,6,3.57,PK,1667877614
431,san vicente,-26.6167,-54.1333,284.21,83,0,1.57,AR,1667877614
432,brae,60.3964,-1.353,284.65,96,100,10.17,GB,1667877615
433,saint anthony,45.0205,-93.218,275.83,68,0,4.12,US,1667877331
434,gat,31.61,34.7642,290.81,100,14,4.77,IL,1667877615
435,los llanos de aridane,28.6585,-17.9182,292.01,45,0,4.63,ES,1667877616
436,poum,-20.2333,164.0167,298.64,81,99,7.36,NC,1667877616
437,ucluelet,48.9329,-125.5528,274.31,85,85,5.92,CA,1667877616
438,kushima,31.4583,131.2333,295.23,55,1,2.65,JP,1667877617
439,darnah,32.767,22.6367,292.22,72,0,5.87,LY,1667877617
440,alugan,12.2188,125.4808,301.71,79,100,2.44,PH,1667877617
441,wilmington,34.2257,-77.9447,293.63,86,75,0.89,US,1667877618
442,naze,28.3667,129.4833,296.66,58,6,3.93,JP,1667877618
443,ribeira grande,38.5167,-28.7,290.8,70,100,0.45,PT,1667877618
444,gravatai,-29.9444,-50.9919,290.01,95,20,3.6,BR,1667877619
445,bumba,2.1833,22.4667,293.71,97,97,0.25,CD,1667877619
446,vung tau,10.346,107.0843,300.22,77,100,1.76,VN,1667877620
447,san cristobal,7.7669,-72.225,292.25,95,100,1.06,VE,1667877614
448,green river,41.5286,-109.4662,283.7,42,100,3.13,US,1667877620
449,ola,59.5833,151.2833,268.23,68,100,9.09,RU,1667877621
450,new glasgow,45.5834,-62.6486,285.03,62,28,7.73,CA,1667877621
451,maldonado,-34.6667,-54.9167,286.81,95,0,2.87,UY,1667877621
452,lata,40.1629,-8.3327,288.66,90,100,3.15,PT,1667877622
453,laukaa,58.7372,29.8453,278.49,94,100,4.15,RU,1667877622
454,malanje,-9.5402,16.341,289.83,98,100,1.81,AO,1667877622
455,carutapera,-1.195,-46.02,297.64,92,95,2.93,BR,1667877623
456,wasilla,61.5814,-149.4394,273.67,61,100,6.17,US,1667877623
457,spasskoye,44.6108,132.7969,278.58,47,3,3.13,RU,1667877623
458,taksimo,56.3444,114.8794,267.65,85,100,0.6,RU,1667877624
459,abu samrah,35.3029,37.1841,286.17,84,100,1.08,SY,1667877624
460,hokitika,-42.7167,170.9667,289.37,67,11,2.91,NZ,1667877625
461,vammala,61.3333,22.9,280.69,98,100,0.89,FI,1667877627
462,reitz,-27.8014,28.4273,285.91,94,100,2.49,ZA,1667877627
463,itacoatiara,-3.1431,-58.4442,296.3,96,92,0.44,BR,1667877628
464,shihezi,44.3,86.0333,281.54,52,7,2.05,CN,1667877628
465,cockburn town,21.4612,-71.1419,300.03,72,22,2.58,TC,1667877629
466,lakes entrance,-37.8811,147.981,298.8,56,2,3.67,AU,1667877629
467,micheweni,-4.9667,39.8333,298.19,87,11,1.97,TZ,1667877629
468,quatre cocos,-20.2078,57.7625,298.2,74,75,5.11,MU,1667877630
469,natal,-5.795,-35.2094,298.27,78,20,3.09,BR,1667877630
470,abnub,27.2696,31.1511,290.36,58,47,2.51,EG,1667877630
471,namibe,-15.1961,12.1522,292.93,76,0,3.09,AO,1667877631
472,lollar,50.6465,8.705,283.93,95,44,2.26,DE,1667877631
473,sosnovo,60.5514,30.2144,277.38,92,100,4.8,RU,1667877631
474,alacranes,22.7675,-81.5675,296.42,85,0,2.84,CU,1667877632
475,batagay-alyta,67.8006,130.4114,256.09,85,100,0.87,RU,1667877632
476,wakkanai,45.4094,141.6739,280.14,87,75,3.09,JP,1667877633
477,korla,41.7597,86.1469,283.28,34,9,1.73,CN,1667877633
478,villa carlos paz,-31.4241,-64.4978,293.37,51,4,2.23,AR,1667877633
479,imbituba,-28.24,-48.6703,291.96,89,94,3.23,BR,1667877634
480,prescott,34.54,-112.4685,283.42,45,0,2.06,US,1667877634
481,jiwani,25.05,61.7417,299.87,70,0,2.88,PK,1667877634
482,lazaro cardenas,17.9583,-102.2,298.6,85,1,1.07,MX,1667877635
483,nhulunbuy,-12.2333,136.7667,306.49,49,40,5.66,AU,1667877635
484,huarmey,-10.0681,-78.1522,291.27,83,58,3.05,PE,1667877635
485,ballina,-28.8667,153.5667,291.36,83,96,2.63,AU,1667877636
486,olafsvik,64.8945,-23.7142,279.11,74,100,8.37,IS,1667877636
487,ust-nera,64.5667,143.2,246.11,97,86,2.02,RU,1667877637
488,neuquen,-38.9516,-68.0591,300.09,19,40,5.66,AR,1667877637
489,batemans bay,-35.7167,150.1833,293.76,56,0,6.07,AU,1667877570
490,asau,46.4333,26.4,277.75,85,100,1.39,RO,1667877637
491,aksu,41.1231,80.2644,282.24,34,72,1.15,CN,1667877638
492,pacific grove,36.6177,-121.9166,285.97,73,40,3.58,US,1667877481
493,bouca,6.5105,18.2733,295.69,75,96,1.49,CF,1667877638
494,ubinskoye,55.3068,79.6802,270.58,94,95,1.61,RU,1667877639
495,stepnogorsk,52.3544,71.8869,269.76,90,95,1.72,KZ,1667877639
496,karlstad,59.3793,13.5036,278.46,90,100,1.54,SE,1667877457
497,constitucion,-35.3333,-72.4167,286.06,77,99,3.72,CL,1667877639
498,esmeralda,21.8525,-78.1169,296.22,84,1,2.27,CU,1667877640
499,zhuanghe,39.7008,122.9911,284.43,39,2,1.25,CN,1667877640
500,araouane,18.9048,-3.5265,294.66,15,0,3.58,ML,1667877640
501,lima,-12.0432,-77.0282,290.87,80,0,4.12,PE,1667877473
502,puerto escondido,15.85,-97.0667,300.61,61,40,2.06,MX,1667877641
503,atbasar,51.8,68.3333,267.86,95,41,2.47,KZ,1667877641
504,maymyo,22.0333,96.4667,293.82,65,0,1.06,MM,1667877642
505,chiredzi,-21.05,31.6667,295.8,76,98,2.81,ZW,1667877642
506,morro bay,35.3658,-120.8499,284.45,87,35,0.45,US,1667877642
507,viesca,25.35,-102.8,295.94,48,0,3.35,MX,1667877643
508,fairview,40.8126,-73.999,289.94,27,0,9.26,US,1667877643
509,raudeberg,61.9875,5.1352,280.85,71,20,5.32,NO,1667877644
510,havre-saint-pierre,50.2334,-63.5986,278.15,87,0,9.26,CA,1667877644
511,jiexiu,37.0244,111.9125,284.7,42,90,1.0,CN,1667877644
512,cabimas,10.3883,-71.4399,299.73,83,98,4.13,VE,1667877645
513,grindavik,63.8424,-22.4338,280.12,81,100,6.17,IS,1667877645
514,oranjemund,-28.55,16.4333,288.01,94,38,2.71,NA,1667877645
515,arumbavur,11.3833,78.7333,299.02,77,28,2.85,IN,1667877552
516,tynda,55.1667,124.7167,263.85,87,89,0.63,RU,1667877646
517,terra santa,-2.1042,-56.4869,296.19,95,100,0.3,BR,1667877646
518,tuatapere,-46.1333,167.6833,292.22,52,68,2.86,NZ,1667877647
519,honiara,-9.4333,159.95,302.68,74,40,3.34,SB,1667877647
520,kitimat,54.0524,-128.6534,267.36,46,18,5.19,CA,1667877647
521,san quintin,30.4833,-115.95,290.76,87,1,4.15,MX,1667877648
522,oakdale,44.963,-92.9649,275.83,69,0,3.09,US,1667877648
523,hearst,49.6835,-83.6665,271.29,83,71,4.01,CA,1667877648
524,yerbogachen,61.2767,108.0108,265.94,92,100,3.51,RU,1667877649
525,shalakusha,62.2247,40.2539,275.47,96,100,3.6,RU,1667877649
526,keti bandar,24.1447,67.4497,298.38,67,2,2.46,PK,1667877649
527,ulladulla,-35.35,150.4667,294.39,56,3,6.72,AU,1667877650
528,tanout,14.9709,8.8879,294.74,18,4,4.45,NE,1667877650
529,westport,41.1415,-73.3579,289.44,40,0,6.69,US,1667877651
530,kargil,34.5667,76.1,270.74,34,4,1.28,IN,1667877651
531,zabid,14.1951,43.3152,299.14,67,1,1.24,YE,1667877651
532,maharajganj,27.1333,83.5667,296.16,64,100,1.11,IN,1667877652
533,lagoa,39.05,-27.9833,290.22,69,100,7.8,PT,1667877652
534,wiang sa,8.6359,99.3666,304.42,74,96,1.18,TH,1667877653
535,mandiana,10.6333,-8.6833,298.22,44,78,1.99,GN,1667877653
536,brigantine,39.4101,-74.3646,291.48,65,0,3.09,US,1667877653
537,atikokan,48.7555,-91.6216,270.5,82,100,1.66,CA,1667877654
538,celestun,20.8667,-90.4,298.63,82,26,5.04,MX,1667877654
539,baia de fier,45.1667,23.7667,282.03,86,96,1.23,RO,1667877654
540,sao miguel do araguaia,-13.275,-50.1628,297.33,67,57,1.77,BR,1667877655
541,carman,49.4992,-98.0016,270.34,86,100,5.14,CA,1667877655
542,penzance,50.1186,-5.5371,286.53,84,30,14.31,GB,1667877656
543,mattru,7.6244,-11.8332,296.36,96,91,0.71,SL,1667877656
544,krasnoselkup,65.7,82.4667,267.57,96,100,2.8,RU,1667877656
545,leua,48.2156,18.6071,280.09,89,96,1.02,SK,1667877657
546,caluquembe,-13.7833,14.6833,287.89,95,87,1.18,AO,1667877657
547,flin flon,54.7682,-101.865,259.96,86,100,3.65,CA,1667877657
548,ampanihy,-24.7,44.75,295.29,70,1,1.61,MG,1667877658
549,bintulu,3.1667,113.0333,304.38,70,40,2.57,MY,1667877658
550,bage,-31.3314,-54.1069,285.03,87,0,2.57,BR,1667877658
551,belen,36.4891,36.2233,283.23,100,75,0.0,TR,1667877659
552,camacha,33.0833,-16.3333,290.83,94,40,1.03,PT,1667877659
553,ponta delgada,37.7333,-25.6667,288.55,82,40,2.57,PT,1667877659
554,mitzic,0.7821,11.549,292.79,99,100,0.43,GA,1667877660
555,kjollefjord,70.9457,27.3465,278.18,93,75,3.09,NO,1667877660
556,luancheng,37.8792,114.6517,286.24,24,0,2.05,CN,1667877660
557,worthington,40.0931,-83.018,283.52,46,0,4.12,US,1667877506
558,bar harbor,44.3876,-68.2039,285.32,46,20,7.6,US,1667877661
559,velyka lepetykha,47.1757,33.9436,276.35,81,44,3.56,UA,1667877662
560,oktyabrskiy,54.4815,53.471,269.5,96,97,2.5,RU,1667877662
561,kumbo,6.2,10.6667,287.57,80,100,1.07,CM,1667877663
562,juneau,58.3019,-134.4197,269.94,80,20,1.54,US,1667877663
563,kudahuvadhoo,2.6708,72.8944,300.43,75,17,4.51,MV,1667877663
564,say,13.1007,2.3689,296.46,16,5,3.51,NE,1667877664
565,xuddur,4.1213,43.8894,294.31,92,54,3.32,SO,1667877664
566,nortelandia,-14.4547,-56.8028,295.28,42,0,0.91,BR,1667877664
567,aborlan,9.4352,118.5492,304.19,70,100,3.56,PH,1667877665
568,broken hill,-31.95,141.4333,299.39,30,100,2.99,AU,1667877556
